Name,User,Location,Total tweets,Retweets,Images,Links,Chats,Text tweets,Impacts,Followers,User value,Tweets value
@FabBallarini,Fabricio Ballarini,,5,0,0,0,0,5,231497,56804,124.13,516.17
@dabeard,David Beard,Boston,3,0,0,3,0,0,170036,56744,168.27,554.76
@dariojjunior,dário júnior,Caratinga-MG,3,0,0,0,0,3,169197,56704,120.25,359.01
@FisicoImpuro,Físico Impuro®,"La Fosa Común, Polombia",7,0,1,0,0,6,356796,56696,98.73,752.84
@LizSpecht,Liz Specht,"San Francisco, CA",1,0,0,0,0,1,56678,56678,130.42,130.42
@regiondemurcia,Gobierno regional,"Murcia, España",2,0,1,0,0,1,110733,56677,144.98,325.36
@TheTrumpPage1,MichaelDeLauzon,,1,0,0,0,0,1,56647,56647,114.41,114.41
@allisonpearson,Allison Pearson,"Cambridge, UK",2,0,0,0,0,2,113234,56617,124.71,249.42
@littledeekay,Liddle’ Savage,,1,0,0,0,1,0,56609,56609,124.32,24.86
@fightfor15,Fight For 15,On Strike,1,0,1,0,0,0,56588,56588,154.55,185.46
@oraporra,CLAUDIA,São Paulo,1,0,0,0,0,1,56548,56548,131.24,131.24
@Wyn1745,@Wyn1745,"California, USA",1,0,1,0,0,0,56541,56541,107.8,129.36
@KingTrillaX,King Juwan,Chicago,3,0,2,1,0,0,169554,56518,137.65,481.78
@HananyaNaftali,Hananya Naftali,Israel 🇮🇱,1,0,1,0,0,0,56481,56481,125.78,150.94
@RepKevinBrady,Rep. Kevin Brady,"The Woodlands, Texas",1,0,1,0,0,0,56428,56428,165.64,198.77
@NathanJRobinson,Nathan J Robinson,"New Orleans, LA",1,0,1,0,0,0,56359,56359,127.17,152.6
@JimmyDeuxFois__,Depressiv Jimmy (J+9 sans Basic Fit),"Nice, France",3,0,1,0,0,2,168303,56355,122.17,389.36
@loves_nra,💘Larisse💘LOVES GOD the NRA & USA!💘,"California, USA",1,0,1,0,0,0,56355,56355,106.42,127.7
@EmbaixadaChina,Embaixada da China no Brasil,"Brasília, Brasil",3,0,0,2,0,1,169062,56354,146.68,469.38
@lahistoriaec,LaHistoria,Ecuador,4,0,4,0,0,0,223950,56353,123.88,591.16
@ThierryMARIANI,Thierry MARIANI,,1,0,0,1,0,0,56341,56341,154.92,170.41
@NumbersMuncher,Josh Jordan,"Chicago, IL",4,0,0,1,0,3,223711,56301,164.18,670.06
@LesleyRiddoch,Lesley Riddoch,"Fife, Scotland",1,0,0,0,0,1,56278,56278,125.76,125.76
@markmackinnon,Mark MacKinnon,"London, sometimes",1,0,1,0,0,0,56223,56223,176.16,211.39
@Guerraeterna,Iñigo S. Ugarte,Madrid,3,0,1,0,0,2,167159,56167,141.49,450.04
@NightShiftMD,Dr. Brian Goldman,Toronto,1,0,0,0,0,1,56139,56139,128.92,128.92
@HealthyFla,Florida Dept. Health,"Tallahassee, FL",2,0,0,1,0,1,112118,56060,155.02,325.54
@rob_sheridan,Rob Sheridan - GLITCH GOODS Store Open Now!,"Tacoma, WA",1,0,0,1,0,0,56049,56049,169.81,186.79
@sankrant,Sankrant Sanu सानु संक्रान्त ਸੰਕ੍ਰਾਂਤ ਸਾਨੁ,Seattle WA,1,0,0,1,1,0,56044,56044,148.44,32.66
@lauzyfaulks,Lauren Faulkner,She/her,1,0,0,0,0,1,56037,56037,121.02,121.02
@tomashirsch,Tomas Hirsch,Santiago,2,0,1,0,0,1,111495,56003,147.63,323.61
@JeffoConDobleF,9z Jeffo,Capital Federal,1,0,0,0,0,1,55975,55975,121.06,121.06
@deep_beige,Brendan James,New York,1,0,0,0,0,1,55934,55934,152.61,152.61
@usmanmanzoor,Usman Manzoor,Islamabad,1,0,1,0,0,0,55926,55926,146.37,175.64
@Fmohnigeria,"Federal Ministry of Health, NIGERIA",Abuja,1,0,1,0,0,0,55909,55909,146.86,176.23
@IrantzuVarela,Irantzu Varela,,1,0,0,0,0,1,55891,55891,124.24,124.24
@ilyseh,ilyse hogue,"Washington, DC",3,0,0,2,0,1,167318,55886,154.12,494
@tvlofficiel,TV Libertés,"Paris, France",2,0,0,2,0,0,110699,55882,122.88,272.62
@gameover240,INESTABLE,,1,0,0,0,0,1,55820,55820,120.4,120.4
@pvallin,Pedro Vallín,España,1,0,0,1,0,0,55790,55790,125.03,137.53
@GoNintendoTweet,GoNintendoTweet,,3,0,3,3,0,0,166376,55789,125.62,502.64
@PGuillermoSerra,Padre Guillermo Serra LC,México,4,0,2,0,0,2,210200,55777,121.94,509.25
@Squill_whispers,Squirrel Mama🐿,USA,5,0,5,0,0,0,273394,55763,109.93,647.72
@gabriel_zucman,Gabriel Zucman,"Berkeley, CA",1,0,0,1,0,0,55760,55760,129.95,142.94
@yep4andy,andy,Ukraine,1,0,1,0,0,0,55755,55755,121.2,145.44
@SWRAktuellBW,SWR Aktuell BW,Stuttgart,1,0,0,0,0,1,55740,55740,152.21,152.21
@TARIKBALYALI,Tarık Balyalı,,1,0,0,0,0,1,55730,55730,120.56,120.56
@startupdareal,Startupdareal,Brasil,1,0,0,0,0,1,55719,55719,122.1,122.1
@AUGC_Comunica,AUGC Guardia Civil,España,2,0,0,2,0,0,111434,55717,147.74,325.02
@Laelia_Ve,Laélia Véron,,2,0,0,1,0,1,109242,55710,121.97,251.89
@weeranan,W e e r a n a n,Bangkok Thailand,3,0,3,0,0,0,165494,55676,121.89,435.15
@Ortho_FL,おると🦠💦🐦手を洗う医師YouTuber,医師転職・バイト・フリーランスについてのブログ「フリドク」,1,0,0,1,0,0,55656,55656,127.42,140.16
@PoliticsReid,Reid Wilson,"Washington, D.C.",1,0,1,0,0,0,55612,55612,167.72,201.26
@K_osVenezuela,Vzla en K-os ® ☠️+18 🇻🇪🇺🇸,Frente a tí...,2,0,0,0,0,2,111188,55603,119.36,238.69
@jmdelalamo,Juanma del Álamo,Madrid,2,0,0,0,0,2,104931,55561,149.98,284.92
@jtd_gameon12,John D,,1,0,1,0,0,0,55540,55540,116.7,140.04
@EduardoLeite_,Eduardo Leite,Pelotas - RS,1,0,0,0,0,1,55507,55507,146.03,146.03
@OSWALDORIOSM,Oswaldo Ríos,México,2,0,2,0,0,0,110941,55471,120.39,288.94
@JackBrewerBSI,Jack Brewer,#LevelHeaded,1,0,0,0,0,1,55431,55431,145.23,145.23
@JovenEuropeo,Joven Europeo,,1,0,0,1,0,0,55403,55403,122.16,134.38
@GerryConnolly,Rep. Gerry Connolly,VA-11,1,0,1,0,0,0,55380,55380,157.46,188.95
@Cachoperiodista,Alejandro Cacho,Mexico City,1,0,1,0,0,0,55377,55377,147.76,177.31
@balloon_wanted,파룬,,1,0,0,1,0,0,55320,55320,126.72,139.39
@gabitwo_,dunita rocho,La Plata,1,0,0,1,0,0,55220,55220,121.76,133.94
@DavMicRot,David Rothschild,"New York, NY",2,0,0,1,2,0,108578,55199,155.57,64.46
@tatikmd,Tatiana Dias,,1,0,0,0,0,1,55181,55181,145.87,145.87
@WasanaWW,wasanawong,,1,0,0,0,0,1,55178,55178,119.65,119.65
@FutbolItaliano,Fútbol Italiano,,1,0,1,0,0,0,55161,55161,123.69,148.43
@moxie,Moxie Marlinspike,"California, USA",1,0,0,0,0,1,55141,55141,137.79,137.79
@nosabesnadajon,Jon Marín Emerson,Cerca de Maracay,12,0,10,0,0,2,654230,55140,121.13,1692.32
@cmkshama,Kshama Sawant,Seattle,1,0,0,0,0,1,55133,55133,151.98,151.98
@matiaseperezz,mati,,1,0,1,0,0,0,55093,55093,119.26,143.11
@witchernetflxtv,The Witcher - Netflix,,1,0,1,0,0,0,55081,55081,119.78,143.74
@juansotoivars,Juan Soto Ivars,Barcelona,4,0,0,2,0,2,216868,55081,123.07,519.34
@BelinhaPoodleBR,Belinha a poodle opressora🐩🇧🇷,"Alenquer, Portugal",2,0,0,0,0,2,110108,55072,106.45,213
@tomgara,Tom Gara,PGP: http://bit.ly/1Nja4jP,2,0,1,2,0,0,109772,55028,162.34,393.65
@SenToddYoung,Senator Todd Young,Indiana,1,0,0,1,0,0,54992,54992,161.7,177.87
@AdrianoActor,Adriano Castillo Herrera,Santiago de Chile,1,0,1,0,0,0,54980,54980,143.07,171.68
@musicrocksit452,mm,,1,0,0,1,0,0,54949,54949,106.95,117.65
@Redpainter1,Red Social Distancing Champ Painter,DC-ish,2,0,0,1,0,1,109860,54930,122.47,257.19
@SecAzar,Secretary Alex Azar,"Washington, DC",2,0,1,1,0,1,109815,54909,151.12,350.6
@adriandt31,🎸Mr. McBeeVee 🎸,Please Help Spread The Word,3,0,0,0,0,3,164697,54899,105.99,317.97
@heliobeltrao,Helio “Não Se Automedique” Beltrão,Brazil,2,0,1,1,0,0,109798,54899,120.11,276.25
@BrentTerhune,Brent Terhune,Indianapolis,2,0,2,0,0,0,92122,54871,84.11,244.29
@JohnnyBlkshrt,Tom Joad™,Resistance City,1,0,0,0,0,1,54840,54840,105.32,105.32
@xaviconde,Riau.,,1,0,1,0,0,0,54806,54806,130.48,156.58
@jishin_dema,ネット上の情報検証まとめ,,1,0,0,1,0,0,54772,54772,143.62,157.98
@richardhorton1,richard horton,london,1,0,0,1,0,0,54691,54691,127.33,140.06
@GagaMediaDotNet,Gaga Media 💗,,1,0,1,1,0,0,54594,54594,120.77,159.42
@LaInca_,incovid-19,,2,0,0,0,0,2,108203,54578,120.33,238.78
@ArchKennedy,Arch Kennedy,"Atlanta, GA",1,0,1,0,0,0,54574,54574,106.31,127.57
@DraClaudiaBr38,Claudia,"São Paulo, BR",1,0,1,0,0,0,54494,54494,113.46,136.15
@dancohen3000,Dan Cohen,"Washington, DC",1,0,0,1,0,0,54478,54478,151.6,166.76
@iairsaid,Iair Dijo,,1,0,0,0,0,1,54436,54436,118.53,118.53
@Volve10Riquelme,Bostero,Argentina,1,0,1,0,0,0,54416,54416,105.4,126.48
@danyscht,Daniel Schteingart,,1,0,0,2,0,0,54414,54414,120.09,132.1
@damianzepeda,Damián Zepeda,Hermosillo Sonora,1,0,1,0,0,0,54363,54363,143.95,172.74
@christianllamar,Christian Lamar,"Arizona, USA",1,0,0,0,0,1,54357,54357,111.2,111.2
@brigitte_bardot,BRIGITTE BARDOT,Saint-Tropez  - FRANCE,1,0,0,0,0,1,54337,54337,143.88,143.88
@lindseyadler,Lindsey Adler,Instagram: lindsey_adler,1,0,0,0,0,1,54315,54315,158.17,158.17
@humanworkplace,Liz Ryan,"Boulder, Colorado",1,0,0,0,0,1,54314,54314,128.88,128.88
@tenderlove,Aaron Patterson,"Seattle, WA",1,0,0,0,0,1,54255,54255,163.12,163.12
@pulsionparcial,Timbuktú 🍺,Negroland ,2,0,0,0,0,2,107616,54212,117.74,237.04
@ignacioaguado,Ignacio Aguado,,1,0,1,0,0,0,54096,54096,146.13,175.36
@MichaelBensonn,Michael Benson,"London, England",2,0,2,0,0,0,107716,54088,117.82,283.86
@TeoGarciaEgea,Teodoro García Egea,"Región de Murcia, España",1,0,0,0,0,1,54073,54073,145.2,145.2
@GreenPartyMolly,Green💚Molly,South West,1,0,0,1,0,0,54067,54067,125.2,137.72
@diegosinhue,Diego Sinhue Rodríguez Vallejo,,1,0,0,1,0,0,54067,54067,141.78,155.96
@_makavelijones,Jones Manoel,Pyongyang,1,0,0,0,0,1,54048,54048,118.86,118.86
@rehventura,Renata Ventura,Brasil,1,0,0,0,0,1,54034,54034,120.52,120.52
@jessbrammar,Jess Brammar,"Peckham, mostly",2,0,0,2,0,0,108052,54026,148.77,327.3
@stengel,Richard Stengel,"New York, NY",5,0,0,3,0,2,266471,53955,145.71,778.16
@Urruchurtu,Pedro A. Urruchurtu,Venezuela 🇻🇪,1,0,0,0,0,1,53891,53891,141.82,141.82
@OfficialJoelF,Joel Franco,"Miami, FL",3,0,1,1,0,1,161215,53876,123.67,407.11
@TracybBeaker,Tracy Beaker,DUMPING GROUND WENDY HOUSE,2,0,1,0,0,1,107752,53876,117.05,257.51
@JeffJacksonNC,Sen. Jeff Jackson,"Charlotte, NC",1,0,0,0,0,1,53814,53814,143.87,143.87
@OpIndia_in,ऑपइंडिया,"New Delhi, India",13,0,0,13,0,0,687928,53807,116.89,1646.24
@sethkikuni,Seth Kikuni,,1,0,0,0,0,1,53798,53798,116.65,116.65
@brexit_sham,Brexitshambles,Europe,1,0,0,1,0,0,53725,53725,117.65,129.42
@F3nord,France 3 Nord,Lille,1,0,1,0,0,0,53663,53663,121.68,146.02
@JoshNBCNews,Josh Lederman,"Washington, D.C.",5,0,0,1,0,4,266565,53656,157.1,799.95
@SirHenryKau,Sir H͓͓͓̽̽̽E͓͓̽̽N͓̽RY™,Parklands ,1,0,1,0,0,0,53650,53650,103.38,124.06
@MartinDaubney,Martin Daubney,"London, UK",1,0,0,1,0,0,53607,53607,144.48,158.93
@CucumberTonic,CucumberTonic🥑,"Teddington, England",1,0,1,0,0,0,53602,53602,118.56,142.27
@RoryBranker,R.D. Branker,"Caracas, Venezuela",1,0,1,0,0,0,53551,53551,121.32,145.58
@TeaBoots,Ruthann,United States,4,0,4,0,0,0,212626,53502,108.14,517.35
@BobbyBigWheel,I;m thinking about thos quarantines,In the states,1,0,0,1,0,0,53475,53475,126.79,139.47
@elcoya1977,coya,,6,0,0,0,0,6,318851,53430,115.21,692.5
@hannahdreier,Hannah Dreier,"Washington, DC ",1,0,1,1,0,0,53423,53423,155.17,204.82
@taehunnies,hunnie⁷ 🤍,,1,0,1,0,0,0,53404,53404,116.82,140.18
@HGMaassen,Hans-Georg Maaßen,Deutschland,1,0,0,1,0,0,53361,53361,117.39,129.13
@PawanDurani,Pawan Durani,"Panun Kashmir , India",1,0,1,0,0,0,53328,53328,143.65,172.38
@lucas_musetti,Lucas Musetti Perazolli,Baixada Santista,1,0,0,0,0,1,53290,53290,141.18,141.18
@lelebtslove,Lele 🍯🌙 석진시 💜MOON,Peru,1,0,0,0,0,1,53266,53266,114.68,114.68
@alber_caballero,Alberto Caballero,,1,0,0,0,0,1,53248,53248,116.48,116.48
@NoamChomsky_es,Noam Chomsky Es,,1,0,0,1,0,0,53206,53206,121.19,133.31
@DenisCosnard,Denis Cosnard,,1,0,1,0,0,0,53174,53174,143.39,172.07
@MarkG_Medina,Mark Medina,"Los Angeles, CA",1,0,0,1,0,0,53158,53158,162.83,179.11
@CharuPragya,Charu Pragya🇮🇳,,1,0,1,0,0,0,53088,53088,115.56,138.67
@oflynnsocial,Patrick O'Flynn,,1,0,0,0,0,1,53077,53077,123.1,123.1
@WVGovernor,Governor Jim Justice,"Charleston, WV",1,0,0,1,0,0,53010,53010,144.07,158.48
@meufdlajungle,🥺,,1,0,0,1,0,0,52959,52959,114.88,126.37
@jaimepumarejo,Jaime Pumarejo,"Barranquilla, Colombia",1,0,0,1,0,0,52934,52934,138.44,152.28
@victorfyt,Dr. Victor Tutú,Everywhere,1,0,0,1,0,0,52926,52926,115.82,127.4
@peterjhasson,Peter J. Hasson,"Dallas, TX",5,0,0,5,0,0,260972,52862,144.29,784.9
@ImadOtime,Imad ☣️,🦁,1,0,0,0,0,1,52847,52847,114.76,114.76
@LesbiQueen,Queen of Lesbiville 🏳️‍🌈👑,Lesbiville,1,0,0,0,0,1,52839,52839,115.88,115.88
@luisgonzaloseg,Luis Gonzalo Segura,,3,0,0,1,0,2,158058,52750,112.79,346.58
@MarshallCohen,Marshall Cohen,"Washington, DC",2,0,0,1,0,1,105227,52688,147.62,310.46
@JosephSakran,Joseph Sakran,"Fairfax Station, VA",3,0,2,1,0,0,157014,52686,138.14,480.38
@FTM_nl,Follow the Money,"Amsterdam, The Netherlands",1,0,0,1,0,0,52659,52659,120.13,132.14
@jacquereid,jacque reid,NYC,1,0,0,0,0,1,52639,52639,142.72,142.72
@BravinYuri,BRAVIN YURI,"Nairobi, Kenya",1,0,0,0,0,1,52620,52620,113.42,113.42
@KarluskaP,Karli Q ⭐️⭐️⭐️ - Text TRUMP to 88022,,3,0,0,3,0,0,144707,52606,111.04,337.26
@farouq_yahaya,FAROUQ 🚬🌿,Lagos||Ilorin||Camp Nou ,1,0,0,0,0,1,52547,52547,105.7,105.7
@peponila,Rosario Agostini,San Salvador de Jujuy,3,0,1,1,0,1,153582,52547,114.63,369.1
@MirandaBogota,Katherine Miranda,Jefe prensa: 3142996582,1,0,0,0,0,1,52533,52533,136.92,136.92
@electroboyusa,Andy Behrman,Los Angeles,1,0,1,0,0,0,52529,52529,112.12,134.54
@TravelGoC,Travel.gc.ca,,1,0,1,1,0,0,52489,52489,144.31,190.49
@GuillermoGrance,Guillermo Grance,Paraguay,1,0,0,0,0,1,52483,52483,114.71,114.71
@ajummabakorea,อาจุมม่าบ้าเกาหลี,"Seoul, Republic of Korea",1,0,0,1,0,0,52478,52478,114.46,125.91
@politicalmiller,Jack Miller,,1,0,0,1,0,0,52467,52467,118.34,130.17
@asiancrackbaby,chao,,1,0,1,0,0,0,52458,52458,124.02,148.82
@PinzonBueno,Pinzón Bueno,,1,0,0,0,0,1,52405,52405,136.83,136.83
@alexbruesewitz,Alex Bruesewitz,"Washington, DC/Palm Beach, FL",2,0,1,0,0,1,104770,52404,116.9,257.11
@Milica_yb,Tiburoncin en cuarentena🦠,"Buenos Aires, Argentina",1,0,0,0,0,1,52370,52370,114.36,114.36
@DocDrMulasli,Doç.Dr. Mustafa ULAŞLI,Türkiye,4,0,4,0,0,0,174392,52364,90.5,462.47
@thejuicemedia,theJuice,Wurundjeri Country / Melbourne,1,0,1,0,0,0,52272,52272,145.64,174.77
@RichardJMurphy,Richard Murphy,"Ely, Cambridgeshire, UK",1,0,0,0,0,1,52249,52249,124.66,124.66
@MichelOnfrayTv,Michel Onfray TV,,1,0,1,0,0,0,52243,52243,140.03,168.04
@prswunews,มศว,Srinakharinwirot University,1,0,1,0,0,0,52239,52239,113.66,136.39
@EamonJavers,Eamon Javers,"Washington, DC",1,0,0,0,0,1,52217,52217,151.77,151.77
@ElJuliSastoque,Julián Rodríguez Sastoque,Bogotá DC - Colombia,2,0,0,1,0,1,104024,52197,135.55,285.55
@occupycorruptDC,occupycorruptDC,banned.video,1,0,1,0,1,0,52183,52183,105.41,25.3
@DMargaraFran,Doña Márgara,CDMX,1,0,1,0,0,0,52162,52162,113.67,136.4
@VerminSupreme,Vermin Supreme (TM),OFFICIAL,1,0,1,0,0,0,52145,52145,115.7,138.84
@viniciuscfp82,Vinicius Carrion,"São Paulo, Brasil",2,0,2,0,0,0,103941,52131,112.9,271.64
@alexnpress,Alex Press,"New York, NY",1,0,0,0,0,1,52087,52087,142.67,142.67
@Alecmolon_YT,Alecmolon,1 Millón de Suscriptores,1,0,1,0,0,0,52079,52079,113.25,135.9
@AlexRiosXI,Alex,México,3,0,0,0,0,3,156162,52054,114.4,343.2
@HayesBrown,Hayes Brown,"New York, NY",1,0,0,1,0,0,52048,52048,153.1,168.41
@malikofori,Malik Ofori,Subscribe to my channel,1,0,1,0,0,0,52030,52030,128.47,154.16
@AKA_RealDirty,Josh Cremeans “DirtyTruth”,"West Virginia, USA",1,0,1,0,0,0,52025,52025,114.46,137.35
@CandiceMalcolm,Candice Malcolm,Canada,1,0,1,0,0,0,52009,52009,140.02,168.02
@howroute,Max Howroute▫️,Hollywood,9,0,9,0,0,0,467802,51978,116.41,1257.21
@thairkassam,Dr. Thair Kassam,VENEZUELA,3,0,0,0,0,3,152584,51970,110.36,334.44
@mirkomacari,Mirko Macari,"Santiago, Chile",1,0,0,0,0,1,51967,51967,115.53,115.53
@tomphillipsin,Tom Phillips,Mexico City,2,0,2,0,0,0,102270,51962,146.56,347.04
@margarettalev,Margaret Talev,"Washington, DC",1,0,0,1,0,0,51887,51887,148.25,163.08
@Kelangdbn,Spica,,1,0,0,1,0,0,51878,51878,129.73,142.7
@JenniferGrout3,Jennifer Grout,"Boston, MA",1,0,1,0,0,0,51855,51855,113.04,135.65
@gossipstar_news,gossipstar,"Nonthaburi, Pakkred",1,0,1,0,0,0,51768,51768,113.89,136.67
@simonahac,💧simon holmes à court 🦠,"melbourne, australia",1,0,0,1,0,0,51757,51757,112.68,123.95
@Russian_Starr,T Ray-Ray,"Brooklyn, NY ✈️ Kyiv, Ukraine",1,0,0,1,0,0,51753,51753,149.5,164.45
@BA_Turner,Brad Turner,LA,1,0,0,0,0,1,51749,51749,157.88,157.88
@UFWupdates,United Farm Workers,California,2,0,2,0,0,0,102317,51672,115.52,279.67
@IMcMillan,Ian McMillan,Barnsley ,1,0,0,0,0,1,51655,51655,115.2,115.2
@Unkle_K,King Kaz.🌹,"London, England",1,0,0,0,0,1,51649,51649,119.51,119.51
@Meruanista,Meruanista,"Santiago, Chile",4,0,0,0,0,4,198921,51608,105.97,409.38
@ryanlcooper,ryan cooper,Philly,1,0,0,1,0,0,51608,51608,147.21,161.93
@carloscezarcjr,Carlos Cezar 🇧🇷,Brasil,3,0,0,0,0,3,151727,51555,101.52,307.51
@Caromunozb,Carolina,"Bogotá, D.C., Colombia",1,0,1,0,0,0,51513,51513,114.88,137.86
@KimZetter,Kim Zetter,San Francisco,2,0,0,2,0,0,103018,51509,161.88,356.14
@vaughanbell,Vaughan Bell,,1,0,0,1,0,0,51428,51428,133.83,147.21
@meenaharris,Meena Harris,"San Francisco, CA",1,0,1,0,0,0,51381,51381,136.21,163.45
@Belive_Kinuthia,Mr. Kinuthia Pius.,None Of Your Business,1,0,0,0,0,1,51368,51368,105.94,105.94
@TPCarney,Tim Carney,"Washington, DC",1,0,0,1,0,0,51360,51360,155.17,170.69
@RawdyReales,LAVATE LAS MANOS 🧼👍🏾❌👑🦠,"Bogotá, D.C., Colombia",1,0,1,0,0,0,51347,51347,111.99,134.39
@BBCFergusWalsh,Fergus Walsh,London,1,0,1,0,0,0,51341,51341,141.29,169.55
@jenheemstra,Jen Heemstra,"Atlanta, GA    she/her",1,0,0,0,0,1,51327,51327,111.79,111.79
@HelenaVillarRT,Helena Villar,"Washington, DC",8,0,0,8,0,0,397188,51214,115.42,987.7
@aschapire,Alejo Schapire,"París, Isla de Francia",2,0,1,1,0,0,101477,51145,138.67,321.31
@BBCRosAtkins,Ros Atkins,SE London,1,0,1,0,0,0,51112,51112,139.91,167.89
@VassyKapelos,Vassy Kapelos,"Ottawa, Ontario",1,0,0,0,0,1,51112,51112,140.15,140.15
@FlyingWithSara,Sara Nelson,"Washington, DC",1,0,1,0,0,0,51095,51095,135.68,162.82
@UNWatch,UN Watch,"Geneva, Switzerland",1,0,0,1,0,0,51075,51075,141.01,155.11
@xmaribelc,Your Daddy,🏳️‍🌈,1,0,0,0,0,1,50984,50984,111.24,111.24
@LilithLovett,☠️ Lilith Lovett ☠️,Californya nya,1,0,1,0,0,0,50982,50982,112.69,135.23
@cedricfaiche,Cédric Faiche,"New York, USA",3,0,2,1,0,0,152271,50981,135.96,476.86
@absurdistwords,"5'7"" Black Male",Over it,1,0,0,1,0,0,50976,50976,118.08,129.89
@Sun_Q_Tzu,Sun_Q_Tzu,Realville,3,0,1,0,0,2,128354,50898,113.22,308.3
@nlm_news,NLM,"Bethesda, MD",1,0,0,1,0,0,50892,50892,147.02,161.72
@MsNicole124,Nicole⭐️🌟⭐️,In your head rent free,1,0,0,1,0,0,50872,50872,97.78,107.56
@Nicoxw1,Nico COVID Haircut XW,Belgium,1,0,0,0,0,1,50851,50851,104.29,104.29
@inthecopa,Myrna 🇺🇸 ⭐️⭐️⭐️ 🇺🇸,USA,3,0,2,1,0,0,150722,50822,96.63,339.85
@FIU,FIU,"Miami, FL",1,0,0,0,0,1,50802,50802,139.5,139.5
@sallymcmanus,Sally McManus,"Melbourne, Victoria",1,0,0,0,0,1,50800,50800,134.51,134.51
@raggapegs,Voice of Reason,,2,0,2,0,0,0,101389,50800,99.61,238.65
@birratina,mart!na,Argentina,2,0,1,0,0,1,101530,50798,110.86,243.74
@PaulBrandITV,Paul Brand,London,1,0,1,0,0,0,50778,50778,144.72,173.66
@dirgarambe,Dirga Sakti Rambe,Indonesia,26,0,11,5,1,10,1138465,50723,133.79,2831.2
@jappoffjones,JO$H JONE$,"Minneapolis, MN",1,0,1,0,0,0,50685,50685,100.51,120.61
@_onerolita,Rolita,,1,0,1,0,0,0,50677,50677,110.37,132.44
@MaElviraSalazar,Maria Elvira Salazar 🇺🇸,"Miami, FL",1,0,1,0,0,0,50668,50668,138.08,165.7
@ogie_rosa,Ogie Rosa,,3,0,0,0,0,3,142634,50660,101.21,281.29
@Deeva4dlord,Khalissa,Lagos,1,0,1,0,0,0,50640,50640,103.48,124.18
@CelebrityRefs,Celebrity Refs,In the thick of it,1,0,1,0,0,0,50634,50634,111.6,133.92
@asantosrubino,Alejandro Santos Rubino,,1,0,0,0,0,1,50589,50589,133.71,133.71
@NafeezAhmed,Dr Nafeez Ahmed,"London, England",1,0,0,1,0,0,50439,50439,144.01,158.41
@mikememoli,Mike Memoli,"Washington, DC",2,0,0,1,0,1,100542,50426,154.95,326.31
@TrinityNYC,TrinityNYC,New York & Maine,2,0,0,2,0,0,100582,50375,134.17,294.87
@aaronecarroll,Aaron E. Carroll,"Indianapolis, IN",1,0,0,1,0,0,50369,50369,147.87,162.66
@florestanjr,Florestan Fernandes,São Paulo,1,0,0,0,0,1,50343,50343,110.67,110.67
@GunnelsWarren,Warren Gunnels,,1,0,0,1,0,0,50288,50288,112.59,123.85
@jasonleitch,Jason Leitch,Glasgow,5,0,5,2,0,0,229402,50246,115.68,768.16
@oi1uiz,oiluiz,,3,0,0,0,0,3,150693,50231,109.95,329.86
@2019AFRICA,2019AFRICA,South Africa,1,0,1,0,0,0,50203,50203,103.87,124.64
@NoahBookbinder,Noah Bookbinder,"Washington, DC",3,0,0,3,2,0,148535,50160,136.04,204.38
@PolhomeEditor,Kevin Schofield,London,1,0,0,0,0,1,50102,50102,141.52,141.52
@MemesLiterarios,Memes Literarios,Macondo,1,0,0,0,0,1,50075,50075,110.71,110.71
@ThatTimWalker,Tim Walker,London,6,0,0,3,0,3,287250,50017,135.86,824.03
@juanburgos,Juan Burgos,"Culiacan, Sinaloa, México",1,0,0,0,0,1,49985,49985,111.07,111.07
@mikeandersonsr,Mike,USA,1,0,0,0,0,1,49954,49954,98.38,98.38
@sandibachom,Sandi Bachom,United States,1,0,1,0,0,0,49919,49919,107.57,129.08
@Nigel__DSouza,Nigel D'Souza,"Mumbai, Maharashtra",1,0,1,0,0,0,49908,49908,133.65,160.38
@Josefcolagos,José Francisco Lagos,"Santiago, Chile",1,0,0,0,0,1,49849,49849,101.72,101.72
@fly2ohare,O'Hare Intl. Airport,"Chicago, IL USA",1,0,0,0,1,0,49811,49811,140.98,28.2
@jackbenedwards,Jack Edwards,London / Durham Uni (he/him),3,0,0,0,0,3,148602,49808,108.99,327.79
@ganblade,สะพายกล้องท่องโลก 📸,,1,0,1,1,0,0,49792,49792,109.38,144.38
@RealSLokhova,Svetlana,,1,0,0,1,0,0,49735,49735,110.81,121.89
@carlesenric,Carles Enric,Barcelona,7,0,0,1,0,6,253421,49714,112.2,601.26
@spaceangel1964,Angela #AntiTory & #ProEU,European Union 🇪🇺,1,0,0,0,0,1,49712,49712,98.52,98.52
@droidsans,droidsans,"Bangkok, Thailand",1,0,1,0,0,0,49689,49689,113.6,136.32
@laceyfuller_,Lacey Fuller,"South East, England",1,0,0,0,0,1,49686,49686,130.84,130.84
@EsotericCD,Esoteric Jeff,"Chicago, IL/Washington, DC",1,0,0,1,0,0,49620,49620,146.12,160.73
@satkabir_,SAT KABIR KI DAYA,"Jodhpur, India",2,0,1,1,0,0,99148,49574,107.62,247.52
@aidachavez,aída chávez,"Washington, DC",1,0,0,1,0,0,49574,49574,134.99,148.49
@TargetNews,Target News,,1,0,0,1,0,0,49558,49558,134.31,147.74
@BenLaBolt,Ben LaBolt,"San Francisco, CA",2,0,0,0,0,2,97607,49551,139.48,275.37
